Mã sách,Tên sách,Giá bìa,Giá chiết khấu
185568,"Combo 3 cuốn Cô Cá Setouchi Taiko muốn đi dự tiệc, Cô Cá Setouchi Taiko muốn đi tham quan, Cô Cá Setouchi Taiko muốn leo núi Phú Sĩ",129.000,110.000
130743,Tranh truyện Ehon Nhật Bản - Che ô cho bạn nhé,32.000,28.000
185566,Combo 2 cuốn Tu tu xình xịch,64.000,55.000
130357,Truyện tranh Ehon Nhật Bản - Châu chấu đi dạo,29.000,25.000
130806,"Tranh truyện Ehon Nhật Bản - Buồn ngủ quá, buồn ngủ quá",47.000,40.000
183118,"Truyện tranh ehon Nhật Ban - Này, bút sáp màu ơi!",48.000,41.000
130570,Truyện tranh Ehon Nhật Bản - Hòa bình là gì?,37.000,32.000
185557,Truyện tranh ehon Nhật Bản - Câu chuyện của những giọt nước,65.000,55.000
185556,Truyện tranh ehon Nhật Bản - Kerolympic,34.000,30.000
130805,Tranh truyện Ehon Nhật Bản - Chim cánh cụt tập thể dục,32.000,28.000
185555,Combo Gấu trúc tập thể dục: Bài thể dục bắt chước của gấu trúc + Bài thể dục đếm số của gấu trúc (2 cuốn),94.000,80.000
185554,Truyện tranh ehon Nhật Bản - Cháu không bị ốm đâu,43.000,37.000
172713,Bạn Vòi Nước Rào Rào (Mogu - 120),43.000,37.000
185553,"Combo 2 cuốn ""cùng làm nào"": Đi tắm nào + Đội mũ nào",94.000,80.000
185552,Truyện tranh ehon Nhật Bản - Rukkio và Furifuri đi đến lâu đài,39.000,33.000
130541,Tranh truyện Ehon Nhật Bản - Sự cố chuối,49.000,42.000
185551,"Truyện tranh ehon Nhật Bản - Thêm chút nữa, thêm chút nữa",65.000,55.000
185550,Tranh truyện ehon Nhật Bản - Trước tiên đợi chút nhé,47.000,40.000
141015,"Combo yêu thương gia đình: Bạn chim cút tìm quà tặng mẹ, chuyện của cún Pi, bạn chim cút chơi trốn tìm (3 cuốn)",129.000,105.000
161303,Truyện tranh Ehon Nhật Bản - Bác Sĩ An-Tôn,42.000,35.000
172716,"Này, Cậu Ơi!",45.000,40.000
185549,Tranh truyện ehon Nhật Bản - Nối,47.000,40.000
185527,Truyện tranh ehon Nhật Bản - Mana là sói,60.000,51.000
130802,Bác Lái Xe Buýt Voi,29.000,25.000
172717,Chú Lính Cứu Hỏa Salsa,42.000,36.000
185526,Tranh truyện ehon Nhật Bản - chú thợ cắt tóc xoẹt xoẹt,59.000,50.000
130518,Tiệm Sushi Mèo,39.000,33.000
185525,Mật ong và Cà phê,51.000,44.000
130746,Tranh truyện Ehon Nhật Bản - Xe buýt bento,34.000,29.000
172712,"Xin mời, xin mời",47.000,40.000
183117,"Dâu nhỏ ơi, cậu ở đâu thế?",59.000,50.000
185524,Tranh truyện ehon Nhật Bản - Bánh Xăng-Uých,47.000,40.000
130355,Truyện tranh Ehon Nhật Bản - Đi đi lại lại trên phố lớn,32.000,28.000
185523,Tranh truyện ehon Nhật Bản - Tàu điện có đến không nhỉ?,32.000,28.000
185522,Tranh truyện ehon Nhật Bản - Aka-kun dạo phố,40.000,35.000
172718,Đợi Với Taxi Ơi!,47.000,40.000
185519,Truyện tranh ehon Nhật Bản - Bạn đường hầm Neru - Xe gì thê nhỉ?,45.000,39.000
130350,Truyện tranh Ehon Nhật Bản - Mùa xuân của bê con,45.000,40.000
172714,Tìm Thấy Mùa Hè Rồi,47.000,40.000
130343,Truyện tranh Ehon Nhật Bản: Gư-ri và Gư-ra: Đi tắm biển,41.000,35.000
130800,Tranh truyện Ehon Nhật Bản - Bé Sô-cô-la đi biển (Mogu - 85),32.000,28.000
130354,Truyện tranh Ehon Nhật Bản - Bên kia biển,45.000,40.000
185517,"Truyện tranh ehon Nhật Bản - Đào khoai, đào khoai",39.000,34.000
185176,Truyện tranh ehon Nhật Bản - Có thật nhiều ông trăng,39.000,34.000
185514,Ehon: Chiến Công Đầu Tiên Của Bé Mi - TB2022,39.000,35.000
172711,Chúng tớ ăn mặt trăng rồi,56.000,48.000
185495,Ngọn Đồi Biết Hát - Dương Hằng,55.000,50.000
185484,Combo 2 cuốn Luna Yêu Ngày Tới Thư Viện + Cuốn Sách Bị Thất Lạc,100.000,50.000
185311,Tạm biệt bà ngoại (Crabit - 400),139.000,120.000
5418,Thả Diều Trên Đê,118.000,95.000
185344,Người trong muôn nghề: Ngành Sáng tạo nghệ thuật có gì?,169.000,169.000
185360,Combo 5 cuốn Ehon Châu Âu - Những câu chuyện cảm động về tình bạn,175.000,145.000
37544,"Combo 3 cuốn READER'S BANK LEVEL 5,6,7",547.000,430.000
130666,"Combo 4 cuốn READER'S BANK LEVEL 1,2,3,4",646.000,520.000
185354,"Combo 2 cuốn READER'S BANK LEVEL 8,9",378.000,325.000
2082,Cuốn sách khổng lồ về các ngôi sao và các hành tinh,168.000,140.000
185335,Kể chuyện tết trung thu - TB2022,55.000,50.000
172206,Yêu không cần gọi tên,109.000,90.000
161676,Gặp gỡ thế giới qua tranh,99.000,85.000
5806,Lũ trẻ đường ray,90.000,72.000
37340,Nanh trắng,80.000,64.000
2882,Khái lược những tư tưởng lớn - Kinh doanh,450.000,385.000
141013,Khái lược những tư tưởng lớn - Khoa học,450.000,385.000
308,Chú sâu háu ăn - Tái bản 2022,89.000,75.000
185302,Chiếc mũ của ông trăng,129.000,110.000
161346,Quiz! Khoa học kì thú: Khám phá trái đất,68.000,60.000
88558,Quiz! Khoa học kì thú: Côn trùng,68.000,60.000
161343,Quiz! Khoa học kì thú: Khủng hoảng rác thải,68.000,60.000
88559,Quiz! Khoa học kì thú: Thời tiết môi trường,68.000,60.000
88561,Quiz! Khoa học kì thú: Thế giới huyền bí,68.000,60.000
88726,Harry Potter Và Hội Phượng Hoàng - Tập 5,385.000,325.000
2614,Harry Potter và phòng chứa bí mật - Tập 2,170.000,145.000
2900,Harry Potter Và Tên Tù Nhân Ngục Azkaban - Tập 3,205.000,175.000
3043,Harry Potter Và Hoàng Tử Lai - Tập 6,245.000,205.000
88728,Harry potter và bảo bối tử thần - Tập 7,285.000,240.000
88725,Harry Potter và hòn đá phù thủy - Tập 1,150.000,125.000
88727,Harry potter và chiếc cốc lửa - Tập 4,310.000,265.000
130409,Thể thao vui biết bao!,150.000,125.000
184541,Chilly Da Vinci - Sách khoa học,109.000,90.000
185279,Combo 4 cuốn Cùng tìm với bé,150.000,130.000
183977,Bộ sách Tiệm Sách Cơn Mưa (5 cuốn),365.000,300.000
185009,Bộ sách Chúng mình cùng nhau (5 cuốn),195.000,160.000
37344,Bạn sẽ làm gì...Giúp em giải quyết 44 tình huống khó xử thường gặp,99.000,80.000
172653,Quiz! Khoa học kì thú: Nam Cực Bắc Cực,68.000,60.000
88563,Quiz! Khoa học kì thú: Vũ trụ,68.000,60.000
172650,Quiz! Khoa học kì thú: Sa Mạc Rừng Rậm,68.000,60.000
88560,Quiz! Khoa học kì thú: Động đất và núi lửa,68.000,60.000
161344,Quiz! Khoa học kì thú: Dậy thì giới tính,68.000,60.000
161345,Quiz! Khoa học kì thú: Thám hiểm hang động,68.000,60.000
3938,Gia vị yêu thương,55.000,45.000
3937,Cây sồi,49.000,45.000
130585,Tranh truyện Ehon Nhật Bản - Cửa hàng bánh mì Quạ,51.000,45.000
16969,"Combo Ehon thực phẩm tâm hồn cho bé: Xe buýt Ping Poong đi biển, Tàu điện ngàm tới rồi, Cùng xây nhà nào, Xe tuần tra cố lên nhé",196.000,165.000
3652,Từ điển khoa học - 1000 loài động vật,169.000,145.000
172651,Quiz! Khoa học kì thú: Sơ Cấp Cứu,68.000,60.000
161347,Quiz! Khoa học kì thú: Thực phẩm dinh dưỡng,68.000,60.000
184869,"Combo Mẹ ơi, con đã lớn rồi! (7 cuốn)",210.000,180.000
185223,Bách khoa kỹ năng sống đa tương tác - Những hoạt động ở trường mẫu giáo giúp con vui vẻ đến lớp,250.000,215.000
185226,Bách khoa kỹ năng sống đa tương tác - Những bài học về giới tính giúp con trưởng thành khỏe mạnh,250.000,215.000
185265,Combo 2 cuốn Bách khoa kỹ năng sống đa tương tác: Những bài học về giới tính + Những hoạt động ở trường mẫu giáo,500.000,425.000
184799,123 Thổi nến Mừng sinh nhật (in tên bé) - Tặng kèm bảng chữ cái. Sách này chỉ nhận hình thức thanh toán chuyển khoản,169.000,145.000
5565,Combo Vui vẻ đến trường + Hăng hái học hành,238.000,200.000
4401,Ước gì cháu không bị mắng,39.000,35.000
78331,Cún nhà tớ tên Gấu,89.000,75.000
37235,Nâu Nâu thị thành Xanh Xanh đồng quê,119.000,95.000
26986,"Bộ sách Có Chị, Có Em",144.000,115.000
183580,Willow nhút nhát,130.000,110.000
3770,Bộ sách CẨM NANG SINH HOẠT BẰNG TRANH CHO BÉ,144.000,120.000
67980,Chuẩn bị cho bé tới trường : Chữ cái a b c,125.000,110.000
67979,Chuẩn bị cho bé tới trường: Chữ số 1 2 3,125.000,110.000
185036,"Combo Trò chơi phát triển tư duy: Khám Phá Rừng Xanh, Dạo Quanh Sở Thú",172.000,145.000
88577,Bộ sách Chuẩn bị cho bé tới trường (2 Cuốn),250.000,220.000
183203,Nhà Thông Thái 6-7 Tuổi,116.000,100.000
183198,Nhà Thông Thái 5-6 Tuổi,116.000,100.000
183197,Nhà Thông Thái 4-5 Tuổi,116.000,100.000
183196,Nhà Thông Thái 3-4 Tuổi,116.000,100.000
5971,Những chiếc xe hiệp sĩ : Cảm ơn xe cấp cứu,18.000,15.000
109822,Combo 10 cuốn Chuyện Xóm Gà - Phần 1,580.000,465.000
110091,"Combo Mindmap for kids - Chơi hay, học vui với sơ đồ tư duy (8 cuốn)",224.000,185.000
109974,Truyện tranh tư duy cho bé,98.000,85.000
110157,Đồng dao thơ - truyện cho bé tập nói,98.000,85.000
5397,Bộ sách Momo chú bé quả đào phần 1 (10 cuốn),436.000,380.000
183278,Boxset Cá voi đêm bão và những câu chuyện khác (4 cuốn),200.000,160.000
6562,Xin chào thế giới - Hello World,236.000,190.000
110022,Combo giáo dục giới tính nhi đồng (3 cuốn),156.000,135.000
4647,Bộ sách Nhà lãnh đạo nhí (5 cuốn),200.000,160.000
184293,Bách Khoa Tri Thức Dành Cho Trẻ Em,330.000,270.000
185213,"Combo Ngày Đầu Đến Trường: Boris Giải Cứu Buổi Diễn, Boris Bị Thủy Đậu",120.000,105.000
184923,"Combo 5 cuốn Chim sẻ tóc xù, Về nhà thôi, Khói và Xám, Gà mái mơ, Ngỗng sư tử",305.000,260.000
868,Gracie Grabbit và chú hổ,89.000,75.000
78381,Bộ sách Tìm kiếm thông minh (4 cuốn),168.000,140.000
183252,Khói và Xám,69.000,60.000
172021,Chim sẻ tóc xù,59.000,50.000
172708,Về nhà thôi,59.000,50.000
183807,Nếu tớ không vứt rác thải bừa bãi,65.000,55.000
184158,Bộ sách Muôn điều kì diệu 2,96.000,80.000
183556,Bộ sách Em yêu Việt Nam mình (3 cuốn),225.000,185.000
184326,Bộ sách Vườn nhà bà,118.000,100.000
185040,Bộ sách muôn điều kì diệu 3,96.000,85.000
183491,Bộ sách một chuyến rong chơi (3 cuốn - Lionbooks - 400),375.000,310.000
1542,Tôi là Malala,96.000,80.000
183335,Combo 3 cuốn: Chim sẻ tóc xù - Khói và Xám - Về nhà thôi,187.000,155.000
183263,Combo Gia đình bé bỏng (3 cuốn),117.000,95.000
184938,Combo 6 cuốn gieo những mầm xanh (6 cuốn - Đông A - 900),288.000,245.000
161839,Bộ sách Muôn điều kì diệu (2 cuốn),96.000,80.000
151154,Bộ sách Chu du cùng những người bạn (3 cuốn),117.000,95.000
6726,Bộ sách Phát Triển Trí Tuệ Cảm Xúc (6 quyển),300.000,240.000
2898,Truyện Đồng thoại Tô Hoài,100.000,85.000
4050,Bộ sách Thỏ Felix (6 cuốn),720.000,570.000
185027,Bộ sách Chú rồng của cha tôi,318.000,270.000
130719,Sổ tay sửa lỗi hành văn,48.000,45.000
172700,Combo 6 cuốn Chuyện Xóm Gà - Phần 2,348.000,285.000
371,Tottochan bên cửa sổ,98.000,80.000
5036,Truyện đồng thoại Võ Quảng,150.000,120.000
182757,Combo 9 cuốn Ehon Nhật Bản,419.000,345.000
5488,bộ sách Ngôi nhà yêu thương (6 cuốn ),288.000,230.000
5577,Tập thơ Ai dậy sớm - Ấn bản kỷ niệm 100 năm ngày sinh nhà văn Võ Quảng,70.000,60.000
6059,Bộ sách truyện đọc trước giờ đi ngủ (4 cuốn),278.000,220.000
6359,Combo Rủ rỉ trước giờ đi ngủ ( Tit tắp mãi tận trên cao + Mệt rũ mà vẫn không muốn ngủ ) (2 cuốn),168.000,135.000
27000,Bộ sách Bé xíu bé xiu (5 cuốn),330.000,265.000
68147,Làm sao để chữa lành một cánh chim gãy,89.000,75.000
88624,Trạm dừng cuối ở Phố Chợ,89.000,75.000
109837,Tưởng khác mà giống,89.000,75.000
161500,Vua Theodore chớ đắn đo!,99.000,85.000
161730,Dì Rumphius,99.000,85.000
161773,Bộ sách Em có biết (3 cuốn),297.000,245.000
172287,Bộ sách miền dâu dại (4 cuốn),420.000,345.000
172667,Ngày nào em bé cỏn con,105.000,90.000
183641,Combo Băng đảng quái kiệt (2 tập),118.000,100.000
184079,Bộ sách Mười phút nữa đến giờ đi ngủ (6 cuốn),474.000,390.000
629,Con nít con nôi,78.000,65.000
57879,Bộ sách Bé thỏa sức tưởng tượng (8 cuốn),232.000,190.000
68174,Bộ sách Bé tự học tự chơi (4 cuốn),156.000,130.000
78286,Bộ sách điều hay em học mỗi ngày (7 cuốn),196.000,160.000
141063,Bộ sách Ngủ ngon nhé (4 cuốn),112.000,95.000
141068,Bộ sách Bé à bé ơi (4 cuốn),140.000,115.000
172172,Bộ sách phát triển khả năng ngôn ngữ cho trẻ (7 cuốn),224.000,185.000
172578,Bộ sách Việc nhỏ cùng làm (5 cuốn),175.000,145.000
184096,Bộ sách Storytime : Truyện hay rèn luyện kĩ năng (10 cuốn),310.000,255.000
628,Con yêu bố chừng nào,79.000,65.000
37769,Bộ sách Chuyện Rừng (4 cuốn),512.000,410.000
1026,Ông trăm tuổi trèo qua cửa sổ và biến mất,170.000,145.000
183006,Bộ sách A LÊ HẤP (5 cuốn),995.000,790.000
1994,Bộ sách Chuột Bông (10 cuốn),300.000,250.000
6485,Khám phá quốc kỳ trên thế giới,170.000,140.000
3603,Bộ sách Ehon thông minh cho mẫu giáo (3 cuốn),156.000,130.000
907,GIẤC NGỦ ĐÔNG RỘN RÃ,89.000,75.000
1232,Gõ nhẹ vào thân cây kỳ diệu,88.000,75.000
1494,Tủ sách đầu đời của bé - khám phá kiến thức cơ bản,276.000,230.000
3764,Chuyện to chuyện nhỏ,85.000,70.000
5329,Bộ sách Tự Tin Tích Cực (3 cuốn ),267.000,215.000
5544,Bert oách xà lách (Crabit),89.000,75.000
5630,Những chuyện kể của Thornton W.Burgess (3 cuốn),397.000,335.000
183582,Tớ biết bay - I can fly,110.000,90.000
183588,Boxset Chú Cáo Tinh Nghịch (6 cuốn),228.000,190.000
446,Picture book mẹ có phải là mẹ của con,69.000,60.000
4799,Chú Gấu Bắc Cực,169.000,140.000
37477,Combo 3 cuốn sách song ngữ NGƯỜI MẸ KHỎE NHẤT - VERA JEWEL ĐI HỌC MUỘN - TERRY VÀ QUYỂN SÁCH TUYỆT VỜI,237.000,190.000
37495,Bộ sách Khủng long thân mến (3 cuốn),237.000,190.000
183284,Câu Lạc Bộ Sách Của Thỏ Con,59.000,50.000
6687,Dế Mèn Phiêu Lưu Ký - Bản kỉ niệm 100 năm ngày sinh nhà văn Tô Hoài,225.000,185.000
3727,Dế mèn phiêu lưu ký - Bản Comic,300.000,240.000
67966,Bộ sách lời thương gửi con yêu (5 cuốn),153.000,125.000
109945,Combo Sách song ngữ thế giới xe cộ (8 cuốn),200.000,160.000
109973,Combo đối lập ngộ nghĩnh (6 cuốn),120.000,100.000
172389,Bộ sách Yêu thương cho con (5 cuốn),150.000,125.000
182983,Bộ Bé hỏi mẹ (6 cuốn),108.000,90.000
183348,Bộ sách Chuyện ở rừng vi vu (5 cuốn),160.000,135.000
184102,Nguyên tử dưới tấm ván sàn,100.000,85.000
1795,Bộ Sách Tớ Là CEO Nhí (7 Cuốn),224.000,180.000
2322,Bộ sách Harry Potter ngoại truyện (3 quyển),385.000,320.000
5003,Bộ sách Mamma Moo và chú quạ rắc rối,174.000,140.000
184359,65 bài thơ hay dành cho thiếu nhi (sách kỉ niệm 65 năm),185.000,155.000
99220,Con đường lên núi,59.000,50.000
